web-scraper-order,web-scraper-start-url,name,name-href,imgs-src,desc,sunlight,soil,maintenance,characteristics
1520338249-7361,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Clary Sage, Annual",http://www.gardening.cornell.edu/homegardening/scene81de.html,images/garden/photos_garden/Lamiaceae/Salvia/viridis/whole_thumb.jpg,"Dense and colorful, this plant demands attention with its large, long-lasting, dark-veined floral bracts in shades of pink, purple, and white.  Thrives in warm weather.",full sun,requires well-drained soil,"Remove dead flowers to prevent self-sowing if desired.



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		 - Self-seeds some, but seldom a problem.



		non-invasive



		



		



	



	not native to North America



	 - Native to Southern Europe.



	



	fragrant



	 - Foliage has a strong, pleasant fragrance.



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	dried flowers - Cut and dry flower spikes in well-ventilated areas for use in arrangements."
1520337888-7355,http://www.gardening.cornell.edu/homegardening/scenee139.html,Comfrey,http://www.gardening.cornell.edu/homegardening/scene8be5.html,images/garden/photos_garden/Boraginaceae/Symphytum/officinale/flower_thumb.jpg,"This coarse, spreading, perennial herb grows up to 4 feet tall and likes moist, somewhat shady locations.  It has a long history as a medicinal herb but no culinary uses.  Other species in this genus are more suited to ornamental plantings outside of the herb garden.",full sun,3 to 9,"Plants are very aggressive.  Plant where they can spread without competing with other plants, or rein them in with a physical barrier.Remove flowers to keep foliage looking nice.  Deadhead plants to keep from spreading by seed.  



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Freely self-sows.  Deep root system is difficult to eradicate.  Even small fragments produce new plants.




		non-invasive



		



		



	



	not native to North America



	 - Native to Europe, naturalized in North America."
1520335499-7211,http://www.gardening.cornell.edu/homegardening/scenee139.html,Snapdragon (dwarf),http://www.gardening.cornell.edu/homegardening/scene502f.html,images/garden/photos_garden/Scrophulariaceae/Antirrhinum/majus/dwarf/whole_thumb.jpg,"Dwarf snapdragons are easy to grow from seed and are best grown in masses as bedding plants. The spikes are too short for cut flower arrangements. Flowers may be classic (having two puffed petals that look like stacked berets) or azalea-flowered (fringed or ruffled). They often overwinter in protected areas up to Zone 5, and bloom best



 in cool weather well into fall.",full sun,requires well-drained soil,"Pinch tips when plants are 2 to 4 inches tall to produce compact plants with more flowers spikes.  Deadheading flowers as they wither and go to seed will encourage plants to produce more flowers later in the season.  



	



	



	","Tolerates:



	



	



	frost



	



	



		



		



		



	







	Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Mediterranean



	



	fragrant



	



	



	



	



	Special uses:"
1520335602-7261,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Loosestrife, Gooseneck",http://www.gardening.cornell.edu/homegardening/scenec198.html,images/garden/photos_garden/Primulaceae/Lysimachia/clethroides/whole_thumb.jpg,"This moisture-loving perennial can thrive in full sun or part shade as long as the soil doesn't dry out.  Its white flowers, borne in 8-inch or longer spikes, are popular with European florists, and make a great cut flower.  Plants can spread aggressively given ideal growing conditions.",full sun,tolerates damp soil,"Deadhead as soon as flowers fade to prevent spreading.Plants may require staking.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Spreads rapidly by runner-like roots and by self-seeding.



		non-invasive



		



		



	



	not native to North America



	 - China, Japan



	



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	







	



	



	bog garden"
1520335511-7217,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Senna, Wild",http://www.gardening.cornell.edu/homegardening/scenee9ef.html,images/garden/photos_garden/Fabaceae/Cassia/marilandica/flower_thumb.jpg,"This 4-foot-tall perennial features compound, yellow-green leaves and yellow blooms borne in dense clusters from mid- to late summer.",full sun,tolerates damp soil,"Fairly low maintenance. Remove faded flower heads to maintain appearance.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Eastern North America



	



	



	



	







	Attracts:



	



	beneficial insects



	 - Bees and butterfly larvae.



	butterflies



	



	hummingbirds"
1520335479-7201,http://www.gardening.cornell.edu/homegardening/scenee139.html,Stokes’ Aster,http://www.gardening.cornell.edu/homegardening/scenec087.html,images/garden/photos_garden/Asteraceae/Stokesia/laevis/whole_thumb.jpg,"This short, sun-loving North American wildflower bears fringed blooms in shades of purple, pink, blue and white in mid- to late summer.",full sun,requires well-drained soil,"Remove faded flowers. Mulch for winter protection in colder zones.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Southeastern United States



	



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	







	



	wildflowers"
1520335425-7175,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Tulip, Single-Flowered Late Cott.",http://www.gardening.cornell.edu/homegardening/scene0818.html,images/garden/photos_garden/Liliaceae/Tulipa/sp/single_flowered_late_cottage_cultivars/flower_thumb.jpg,"Cottage Tulips have tight, egg-shaped blooms in a wide array of colors and color variations. They may be a single color, or vividly marked with stripes, flames, feathers, or colored margins.",full sun,requires well-drained soil,"Remove faded flowers, and do not remove the foliage until it has yellowed and begun to die back (up to 6 weeks). These tulips do not perform well in Zones 7 to 9. To grow in these Zones, purchase cold-treated bulbs and grow as annuals. A few cultivars are suited to perennial warmer growth. 



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Products of horticultural selection.



	



	



	



	



	



	Special uses:



	



	



	cut flowers"
1520337828-7354,http://www.gardening.cornell.edu/homegardening/scenee139.html,Coreopsis,http://www.gardening.cornell.edu/homegardening/scene90c0.html,images/garden/photos_garden/Asteraceae/Coreopsis/tinctoria/flower_thumb.jpg,"Great for wildflower gardens and naturalistic settings, Coreopsis brings prairie charm with airy foliage and brightly colored flowers in shades of yellow, orange and red.  Thrives in warm weather and droughty, low-fertility soil.",full sun,tolerates droughty soil,"Plants will bloom well when they are crowded.  Deadhead or cut back by 1/3 to keep in flower. Discard spent flowerheads to avoid self-sowing. Sow additional seeds every few weeks for succession of bloom. This plant self sows and may be weedy. May require staking. 



	



	



	","Tolerates:



	



	



	frost



	



	



		



		



	



	heat



	



		



	







	







	Special characteristics:



	



	



	



		



		aggressive



		



		non-invasive



		



		



	



	native to North America



	 - North and Central America



	



	



	



	







	Attracts:



	



	



	butterflies



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	direct-seeding"
1520335604-7262,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Lobelia, Great Blue",http://www.gardening.cornell.edu/homegardening/scened819.html,images/garden/photos_garden/Lobeliaceae/Lobelia/siphilitica/flower_thumb.jpg,"Similar to Cardinal Flower (Lobelia cardinalis), except this short-lived perennial bears long-lasting bright blue flowers (instead of red) atop 2- to 3-foot-tall plants. Native to wet areas in the eastern U.S., requires part shade and consistent moisture for best performance.",part shade,requires damp soil,"Deadhead to improve appearance and encourage rebloom. Because plants are short-lived some reseeding is desirable.Pinch back if you want bushier, more compact plants.Keep soil moist during summer dry spells. Afternoon shade is beneficial if soil is dry.Do not cut plants back in fall. Mulch lightly. While moisture-loving during the growing season, excess moisture can kill plants overwinter.Divide plants every 2 or 3 years. Allow plants to self-seed to replace short-lived plants.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		 - Self-seeds, but not aggressively.



		non-invasive



		



		



	



	native to North America



	 - Wet areas in eastern U.S."
1520335698-7308,http://www.gardening.cornell.edu/homegardening/scenee139.html,Globe Thistle,http://www.gardening.cornell.edu/homegardening/scenebb82.html,images/garden/photos_garden/Asteraceae/Echinops/ritro/flower_thumb.jpg,"This tall upright perennial's steely purple-blue, spherical flowerheads and spiny leaves command attention, even from the back of the border.  Flowerheads attract bees and make great cut- and dried-flowers arrangements, too.",full sun,tolerates droughty soil,"May require staking if planted in fertile soil.Deadhead to prevent reseeding.  Cut back to basal foliage after flowering to encourage rebloom.Don't cut back for winter.  Wait until spring.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		 - May self-seed, but not very aggressively.



		non-invasive



		



		



	



	not native to North America



	 - Native to Central Asia, South-Central and Southeastern Europe.



	



	



	bears ornamental fruit



	 - Spherical seedheads are attractive.



	







	Attracts:



	



	beneficial insects



	 - Bees.



	butterflies



	 - A host for painted lady butterflies.



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	dried flowers - Can be dried for everlasting arrangements. For best drying results, cut the flowerheads just before the blooms expand."
